赞比亚 简称 赞比亚
赞比亚 语言 英语
赞比亚 人口数量 14250000(2013年)
赞比亚 民族 通加族，奔巴族，洛兹族
赞比亚 宗教 基督教，天主教，原始宗教
赞比亚 面积 752618平方公里
俄罗斯 简称 俄国
俄罗斯 语言 俄语
俄罗斯 人口数量 144100000（2013年估计）
俄罗斯 民族 俄罗斯族，鞑靼族，乌克兰族
俄罗斯 宗教 91%信东正教，5%信伊斯兰教
俄罗斯 面积 17075400平方公里
埃及 简称 埃及
埃及 语言 阿拉伯语，北部地区通用英语
埃及 人口数量 94550000（2013年）
埃及 民族 阿拉伯人、柏柏尔人、科普特人
埃及 宗教 伊斯兰教
埃及 面积 1001449平方公里
德国 简称 德国，德意志，BRD
德国 语言 德语
德国 人口数量 81799600(2010年)
德国 民族 德意志人，索布人
德国 宗教 基督新教，天主教
德国 面积 357021平方公里
美国 简称 美国
美国 语言 通用英语
美国 人口数量 3.1525亿（2013年）
美国 民族 美利坚民族/拉丁裔/非裔/亚裔
美国 宗教 新教、天主教、摩门教、犹太教
美国 面积 9629091平方千米（陆地915.9万）
印度 简称 印度
印度 语言 印地语，英语
印度 人口数量 1210277422(2013年)
印度 民族 印度斯坦族
印度 宗教 印度教，伊斯兰教，锡克教
印度 面积 3201446平方公里（实际控制）
印度 气候类型 主要为热带季风气候
韩国 简称 韩国，南韩，南朝鲜
韩国 语言 韩国语（韩国标准语）
韩国 人口数量 5041.85万（2014年年中）
韩国 民族 韩族（朝鲜族）等
韩国 宗教 佛教、基督新教、天主教
韩国 面积 100210平方公里
韩国 气候类型 温带季风气候和亚热带季风气候
马来西亚 简称 马来西亚、大马
马来西亚 语言 马来语
马来西亚 人口数量 2994.9万人（2013年）
马来西亚 民族 马来族、华人、泰米尔族等
马来西亚 宗教 伊斯兰教、佛教、基督教、印度教
马来西亚 面积 329847平方千米
马来西亚 气候类型 热带雨林气候
文莱 简称 文莱
文莱 语言 马来语
文莱 人口数量 408786(2011年)
文莱 民族 马来族，汉族
文莱 宗教 伊斯兰教，佛教，道教
文莱 面积 5765平方公里
印度尼西亚 简称 印度尼西亚，印尼
印度尼西亚 语言 印度尼西亚语
印度尼西亚 人口数量 248508700(2013年)
印度尼西亚 民族 爪哇族，巽他族，马都拉族等
印度尼西亚 宗教 伊斯兰教，基督教新教，天主教
印度尼西亚 面积 1904569平方千米
蒙古 简称 蒙古
蒙古 语言 喀尔喀蒙古语
蒙古 人口数量 290万（2013年7月15日）
蒙古 民族 蒙古族
蒙古 宗教 喇嘛教、黄教
蒙古 面积 156.65万平方公里
塔吉克斯坦 简称 塔吉克斯坦
塔吉克斯坦 语言 波斯语
塔吉克斯坦 人口数量 8203600（2013年）
塔吉克斯坦 民族 塔吉克族，乌孜别克族，俄罗斯族
塔吉克斯坦 宗教 伊斯兰教
塔吉克斯坦 面积 14.31万平方千米
塔吉克斯坦 气候类型 温带大陆性气候
缅甸 简称 缅甸
缅甸 语言 缅甸语
缅甸 人口数量 60280000（2010年）
缅甸 民族 缅族，克伦族，掸族，果敢族
缅甸 宗教 佛教
缅甸 面积 676581平方公里
尼日利亚 语言 英语
尼日利亚 人口数量 170123740(2012年预计)
尼日利亚 民族 豪萨-富拉尼族，约鲁巴族
尼日利亚 宗教 伊斯兰教，基督教
尼日利亚 面积 923768平方公里
尼日利亚 简称 尼日利亚
泰国 简称 泰国
泰国 语言 泰语
泰国 人口数量 66720153人（2011年）
泰国 民族 泰族，华族，老挝族，高棉族
泰国 宗教 上座部佛教
泰国 面积 513120平方公里
泰国 气候类型 热带季风气候
菲律宾 简称 菲律宾
菲律宾 语言 菲律宾语、英语
菲律宾 人口数量 9730万(2013年)
菲律宾 民族 他加禄人，宿务人，伊洛戈人等
菲律宾 宗教 天主教，伊斯兰教等
菲律宾 面积 299764平方公里
南非 简称 南非
南非 语言 英语，祖鲁语，南非荷兰语
南非 人口数量 59700000（2014年估计）
南非 民族 祖鲁，科萨，斯威士，茨瓦纳
南非 宗教 天主教
南非 面积 1221037平方公里
赤道几内亚 简称 赤道几内亚或赤几
赤道几内亚 语言 西班牙语、法语、葡萄牙语
赤道几内亚 人口数量 67.6万人(2009年估计)
赤道几内亚 民族 芳族、布比族、安诺本族
赤道几内亚 宗教 天主教
赤道几内亚 面积 28050平方千米
墨西哥 简称 墨西哥
墨西哥 语言 西班牙语
墨西哥 人口数量 118700000(2013年预计)
墨西哥 民族 印欧混血人，印第安人
墨西哥 宗教 天主教
墨西哥 面积 1972550平方公里
委内瑞拉 简称 委内瑞拉
委内瑞拉 语言 西班牙语
委内瑞拉 人口数量 32196517（2013年）
委内瑞拉 民族 印欧混血种人，白人，黑人
委内瑞拉 宗教 天主教，基督教
委内瑞拉 面积 916445平方公里
巴拉圭 简称 巴拉圭
巴拉圭 语言 西班牙语，瓜拉尼语
巴拉圭 人口数量 703.3万（2014年）
巴拉圭 民族 麦士蒂索人
巴拉圭 宗教 天主教
巴拉圭 面积 406752平方公里
意大利 简称 意大利
意大利 语言 意大利语
意大利 人口数量 60813326(2011年)
意大利 民族 意大利人
意大利 宗教 天主教
意大利 面积 301338平方公里
吉尔吉斯斯坦 简称 吉尔吉斯斯坦
吉尔吉斯斯坦 语言 吉尔吉斯语
吉尔吉斯斯坦 人口数量 5716000(2013年预计)
吉尔吉斯斯坦 民族 吉尔吉斯族
吉尔吉斯斯坦 宗教 伊斯兰教
吉尔吉斯斯坦 面积 199900平方公里
吉尔吉斯斯坦 气候类型 温带大陆性气候
阿富汗 简称 阿富汗
阿富汗 语言 普什图语、波斯语
阿富汗 人口数量 30551674人（2013年）
阿富汗 民族 普什图族，塔吉克族，哈扎拉族，乌兹别克族
阿富汗 宗教 伊斯兰教
阿富汗 面积 652300平方公里
不丹 简称 不丹
不丹 语言 宗卡语
不丹 人口数量 736453人（2012年）
不丹 民族 不丹族，尼泊尔族
不丹 宗教 藏传佛教
不丹 面积 38394平方公里
越南 简称 越南
越南 语言 越南语
越南 人口数量 87840000人(2011年估计)
越南 民族 越族（京族）
越南 宗教 佛教，天主教，和好教，高台教
越南 面积 331210平方公里
朝鲜 简称 朝鲜
朝鲜 语言 朝鲜语
朝鲜 人口数量 24051218人（2011年）
朝鲜 民族 朝鲜族
朝鲜 宗教 佛教、天道教、天主教、基督教等
朝鲜 面积 120256平方公里
朝鲜 气候类型 温带季风气候
丹麦 简称 丹麦
丹麦 语言 丹麦语，英语为通用语言
丹麦 人口数量 562.8万（2013）
丹麦 民族 丹麦人
丹麦 宗教 基督教路德宗
丹麦 面积 4.31万平方公里
丹麦 气候类型 温带海洋性气候
梵蒂冈 简称 梵蒂冈
梵蒂冈 语言 意大利语
梵蒂冈 人口数量 572（2011年）
梵蒂冈 民族 意大利人
梵蒂冈 宗教 天主教
梵蒂冈 面积 0.44平方公里
希腊 简称 希腊
希腊 语言 希腊语
希腊 人口数量 1079万（2014年）
希腊 民族 希腊人
希腊 宗教 东正教
希腊 面积 131957平方公里
哈萨克斯坦 简称 哈萨克
哈萨克斯坦 语言 哈萨克语(KazakTili)、俄语
哈萨克斯坦 人口数量 1700万(2013年5月)
哈萨克斯坦 民族 哈萨克人、俄罗斯人
哈萨克斯坦 宗教 伊斯兰教、东正教
哈萨克斯坦 面积 272.49万平方千米（世界第9）
格鲁吉亚 语言 格鲁吉亚语
格鲁吉亚 人口数量 448.38万（2013年1月）
格鲁吉亚 民族 格鲁吉亚人
格鲁吉亚 宗教 东正教
格鲁吉亚 面积 6.97万平方千米
阿塞拜疆 简称 阿塞拜疆
阿塞拜疆 语言 阿塞拜疆语
阿塞拜疆 人口数量 929.68万（2013年）
阿塞拜疆 民族 阿塞拜疆族
阿塞拜疆 宗教 伊斯兰教
阿塞拜疆 面积 86600平方公里（地跨亚欧两洲）
阿塞拜疆 面积排名 世界第112名
巴拿马 简称 巴拿马
巴拿马 语言 西班牙语
巴拿马 人口数量 390.3万(2014年)
巴拿马 民族 印欧混血种人，黑人，白人
巴拿马 宗教 天主教，新教，伊斯兰教
巴拿马 面积 7.5517万平方公里
尼泊尔 简称 尼泊尔
尼泊尔 语言 尼泊尔语
尼泊尔 人口数量 26620809(2011年)
尼泊尔 民族 拉伊，林布，苏努瓦尔，达芒
尼泊尔 宗教 印度教，佛教
尼泊尔 面积 147181平方公里
巴基斯坦 简称 巴基斯坦
巴基斯坦 语言 乌尔都语，英语
巴基斯坦 人口数量 182118000（2013年）
巴基斯坦 民族 旁遮普族，信德族，巴丹族
巴基斯坦 宗教 伊斯兰教
巴基斯坦 面积 796095平方公里（不含克什米尔）
老挝 简称 老挝
老挝 语言 老挝语
老挝 人口数量 6500000(2012年估计)
老挝 民族 老龙族，老听族，老松族
老挝 宗教 上座部佛教
老挝 面积 236800平方公里
土库曼斯坦 简称 土库曼
土库曼斯坦 语言 土库曼语
土库曼斯坦 人口数量 5125693(2012年估计)
土库曼斯坦 民族 土库曼族、乌兹别克族、俄罗斯族
土库曼斯坦 宗教 伊斯兰教
土库曼斯坦 面积 491210平方公里
乌兹别克斯坦 简称 乌兹别克
乌兹别克斯坦 语言 乌兹别克语
乌兹别克斯坦 人口数量 2998.15万（2013年）
乌兹别克斯坦 民族 乌兹别克族、俄罗斯族、塔吉克族
乌兹别克斯坦 宗教 伊斯兰教（逊尼派）
乌兹别克斯坦 面积 447400平方公里（世界第56名）
柬埔寨 简称 柬埔寨
柬埔寨 语言 高棉语
柬埔寨 人口数量 14805358(2011年)
柬埔寨 民族 高棉族
柬埔寨 宗教 上座部佛教
柬埔寨 面积 181035平方公里
孟加拉国 简称 孟加拉国
孟加拉国 语言 孟加拉语，英语
孟加拉国 人口数量 1.633亿(2013年)
孟加拉国 民族 孟加拉族人
孟加拉国 宗教 伊斯兰教、印度教
孟加拉国 面积 147570平方公里
斯里兰卡 简称 斯里兰卡
斯里兰卡 语言 僧伽罗语，泰米尔语
斯里兰卡 人口数量 21316597(2013年)
斯里兰卡 民族 僧伽罗族，泰米尔族，摩尔族
斯里兰卡 宗教 佛教，印度教，伊斯兰教，天主教
斯里兰卡 面积 65610平方公里
马尔代夫 简称 马尔代夫
马尔代夫 语言 迪维希语(Dhivehi)
马尔代夫 人口数量 394999（2011年）
马尔代夫 民族 马尔代夫族
马尔代夫 宗教 伊斯兰教为国教，属逊尼派。
马尔代夫 面积 300平方公里
沙特阿拉伯 简称 沙特
沙特阿拉伯 语言 阿拉伯语
沙特阿拉伯 人口数量 29994300(2013年)
沙特阿拉伯 民族 阿拉伯族
沙特阿拉伯 宗教 逊尼派伊斯兰教
沙特阿拉伯 面积 2250000平方公里
伊朗 简称 伊朗
伊朗 语言 波斯语
伊朗 人口数量 751669（2012年）（世界第17名）
伊朗 民族 波斯人、阿塞拜疆人、库尔德人
伊朗 宗教 伊斯兰教什叶派
伊朗 面积 1648195平方公里
科威特 简称 科威特
科威特 语言 阿拉伯语
科威特 人口数量 3566437（2010年）
科威特 民族 阿拉伯人
科威特 宗教 伊斯兰教
科威特 面积 17820平方公里
科威特 气候类型 热带沙漠气候
科威特 面积排名 世界第152名
阿拉伯联合酋长国 简称 阿联酋
阿拉伯联合酋长国 语言 阿拉伯语
阿拉伯联合酋长国 人口数量 508万（2012年）
阿拉伯联合酋长国 民族 阿拉伯族
阿拉伯联合酋长国 宗教 伊斯兰教
阿拉伯联合酋长国 面积 83600平方公里
阿曼 简称 阿曼
阿曼 语言 阿拉伯语
阿曼 人口数量 277万（2012年）
阿曼 民族 阿拉伯人，俾路支人，波斯人
阿曼 宗教 伊斯兰教
阿曼 面积 309501平方公里
也门 简称 也门
也门 语言 阿拉伯语
也门 人口数量 26200000（2013年预计）
也门 民族 阿拉伯族
也门 宗教 伊斯兰教
也门 面积 527970平方公里
也门 气候类型 热带沙漠气候
土耳其 简称 土耳其
土耳其 语言 土耳其语
土耳其 人口数量 76134783（2013年）
土耳其 民族 土耳其人，库尔德人
土耳其 宗教 伊斯兰教
土耳其 面积 783562平方公里
挪威 简称 挪威
挪威 语言 挪威语，通用英语和瑞典语。
挪威 人口数量 4800500(2013年估计)
挪威 民族 挪威人，萨米族
挪威 宗教 基督教路德宗
挪威 面积 385155平方公里
瑞士 简称 瑞士
瑞士 语言 德语，法语，意大利语，罗曼什语
瑞士 人口数量 808.14万(2013年)
瑞士 民族 瑞士人
瑞士 宗教 加尔文宗，天主教
瑞士 面积 41285平方公里
瑞士 气候类型 温带海洋性气候、高原山地气候
西班牙 简称 西班牙
西班牙 语言 西班牙语
西班牙 人口数量 46610000人(2013年)
西班牙 民族 西班牙人，加利西亚人，巴斯克人
西班牙 宗教 天主教
西班牙 面积 505925平方公里
西班牙 气候类型 温带海洋性气候、地中海气候
西班牙 人种 主要为卡斯蒂利亚人种
奥地利 简称 奥地利
奥地利 语言 德语
奥地利 人口数量 8489732(2013年)
奥地利 民族 奥地利人
奥地利 宗教 天主教
奥地利 面积 83854平方公里
摩纳哥 简称 摩纳哥
摩纳哥 语言 法语
摩纳哥 人口数量 36371(2011年)
摩纳哥 民族 摩纳哥人，法兰西人，意大利人
摩纳哥 宗教 天主教
摩纳哥 面积 2.02平方公里
摩纳哥 气候类型 亚热带地中海气候
圣马力诺 简称 圣马力诺
圣马力诺 语言 意大利语
圣马力诺 人口数量 31918人(2011年)
圣马力诺 民族 圣马力诺人
圣马力诺 宗教 天主教
圣马力诺 面积 61.2平方公里
列支敦士登 简称 列支敦士登
列支敦士登 语言 德语
列支敦士登 人口数量 36838(2012年)
列支敦士登 宗教 天主教
列支敦士登 面积 160平方公里
列支敦士登 气候类型 温带大陆性气候
列支敦士登 民族 列支敦士登人
马耳他 简称 马耳他
马耳他 语言 马耳他语和英语
马耳他 人口数量 422700人（2007年）
马耳他 民族 马耳他人、阿拉伯人、意大利人等
