乌拉尔山脉 位于 亚洲与欧洲的分界线

乌拉尔山脉 主峰 人民峰（1894米）

阿尔卑斯山脉 位于 欧洲中南部

阿尔卑斯山脉 主峰 勃朗峰

落基山脉 位于 美国，加拿大，墨西哥

落基山脉 位于 加拿大的里阿德河到新墨西哥州的格兰德河

落基山脉 主峰 埃尔伯特峰

安第斯山脉 位于 南美洲的西岸

安第斯山脉 主峰 阿空加瓜山（6959米）

昆仑山脉 位于 中国新疆与青海、西藏交界

阿尔泰山脉 位于 新疆

富士山 位于 日本静冈县与山梨县之间

富士山 位于 日本（静冈县、山梨县）

东岳泰山 位于 山东省泰安市

东岳泰山 主峰 玉皇顶

东岳泰山 位于 中国

东岳泰山 位于 山东省泰安市

西岳华山 位于 陕西省渭南华阴市

西岳华山 主峰 南峰（海拔2154.9米，华山最高峰，也是五岳最高峰）

西岳华山 位于 中国

西岳华山 位于 陕西省渭南市

西岳华山 位于 中国西北

北岳恒山 位于 山西省大同市浑源县大磁窑镇

北岳恒山 主峰 天峰岭2016.8米

南岳衡山 位于 湖南省东部中间，湘江西岸

南岳衡山 主峰 祝融峰（最高峰，海拔1300.2米）

南岳衡山 位于 中国湖南省

中岳嵩山 位于 河南西部、秦岭东脉

中岳嵩山 位于 河南省郑州市

中岳嵩山 位于 河南省

乞力马扎罗山 位于 东非高原东北部，坦桑尼亚东北部

斯堪的纳维亚山脉 位于 斯堪的纳维亚半岛

斯堪的纳维亚山脉 主峰 加尔赫峰

庐山 位于 江西省九江市庐山市

庐山 主峰 汉阳峰

庐山 位于 中国

庐山 位于 江西省九江市

庐山 位于 中国江西省

勃朗峰 位于 法国和意大利边境

喜马拉雅山脉 主峰 珠穆朗玛峰

喜马拉雅山 主峰 珠穆朗玛峰

罗霄山脉 位于 中国湖南和江西的交界

罗霄山脉 主峰 笠麻顶为最高峰，海拔2120.4米

萌渚岭 位于 湖南江华县—广西钟山县—八步区

苗岭 位于 中国贵州省

幕阜山脉 位于 湘鄂赣3省边境

幕阜山脉 主峰 老崖尖1656米，幕阜山1596米，九宫山1543米，黄龙山1511米。等等

慕士塔格山 位于 中国新疆维吾尔自治区境内

内华达山脉 位于 美国

怒山 位于 中国云南省西部及西藏自治区东部

怒山 主峰 碧罗雪山

祁连山脉 位于 中国青海省东北部与甘肃省西部

祁连山脉 主峰 走廊南山西端，海拔5547米

雀儿山 位于 四川省甘孜州的甘孜—德格之间

雀儿山 主峰 6168米，绒峨扎峰是著名景点

十万大山 位于 属桂西南山地

十万大山 主峰 莳良岭

十万大山 位于 中国广西

万洋山 位于 湖南省—江西省之间

万洋山 主峰 南风面上的笠麻顶海拔2120米

巫山 位于 渝鄂交界区，三峡库区腹心

巫山 位于 重庆市

乌拉山 位于 内蒙古自治区巴彦淖尔东南部

乌拉山 位于 中国

乌拉山 位于 内蒙古巴彦淖尔

乌蒙山 位于 贵州省西部六盘水市

乌蒙山 位于 中国

乌蒙山 位于 云贵高原

乌蒙山 位于 贵州省六盘水市

无量山 位于 云南省普洱市景东彝族自治县无量山

无量山 主峰 猫头山

武夷山脉 位于 江西省、福建省两省边境

武夷山脉 主峰 黄岗山

武夷山脉 位于 中国

小兴安岭 位于 黑龙江省中北部

兴都库什山脉 位于 中亚

兴都库什山脉 主峰 蒂里杰米尔峰（7690米）

亚平宁山脉 位于 意大利半岛

亚平宁山脉 主峰 科尔诺山（2912米）

诸广山 位于 江西、湖南两省边境

诸广山 主峰 齐云峰海拔2,061米

桌子山 位于 内蒙古自治区乌海市

邛崃山 位于 四川省西部

邛崃山 主峰 四姑娘山幺妹峰

岷山 位于 甘肃省西南部、四川省北部

岷山 位于 中国

岷山 位于 四川

阿尔金山脉 位于 中国新疆维吾尔自治区东南

阿里山 位于 台湾省嘉义县

阿里山 位于 中国

阿里山 位于 台湾省嘉义县

阿特拉斯山脉 位于 非洲北部山脉

阿特拉斯山脉 主峰 图卜卡勒峰(JbelToubkal，海拔4,167米）

阿特拉斯山脉 位于 非洲

哀牢山 位于 云南省玉溪市

巴颜喀拉山 位于 中国青海省中部偏南

白头山 位于 辽吉黑东部和中朝边境东北部

白头山 位于 吉林省

百花山 位于 北京市门头沟区清水镇

比利牛斯山脉 位于 法国和西班牙两国界山

比利牛斯山脉 主峰 阿内托峰

长白山脉 位于 辽吉黑东部和中朝边境东北部

长白山脉 位于 吉林省

大别山 位于 鄂豫皖交界

大别山 主峰 白马尖（海拔1777米）

大青山 位于 中国

大青山 位于 内蒙古呼和浩特市

大雪山 位于 中国四川省西边

大雪山 主峰 贡嘎山，海拔7556米

丹霞山 位于 广东省韶关市仁化县境内

丹霞山 位于 韶关市

德拉肯斯山脉 位于 非洲南部

德拉肯斯山脉 位于 斯威士兰、莱索托、南非

峨眉山 位于 中国四川省西南部，四川盆地的西南边缘

伏牛山 位于 河南省南阳市

伏牛山 位于 中国

伏牛山 主峰 鸡角尖

甘肃北山 位于 甘肃河西走廊北端

甘肃北山 主峰 马鬃山

高加索山脉 位于 黑海与里海之间

高加索山脉 主峰 厄尔布鲁士峰（5642米）

管涔山 位于 忻州市宁武县

管涔山 位于 中国

管涔山 位于 山西省忻州市

海洋山 位于 位于越城岭和都庞岭之间

海洋山 主峰 宝界岭

贺兰山 位于 中国宁夏与内蒙古交界处

衡山 位于 湖南省东部中间，湘江西岸

衡山 主峰 祝融峰（最高峰，海拔1300.2米）

衡山 位于 中国湖南省

恒山 位于 山西省大同市浑源县大磁窑镇

恒山 主峰 天峰岭2016.8米

华山 位于 陕西省渭南华阴市

华山 主峰 南峰（海拔2154.9米，华山最高峰，也是五岳最高峰）

华山 位于 中国

华山 位于 陕西省渭南市

华山 位于 中国西北

华蓥山 位于 四川省广安市

黄岗山 位于 江西与福建两省交界处

会稽山 位于 绍兴市郊

鸡公山 位于 龙脉-桐柏山脉-大别山脉

金佛山 位于 重庆市南部南川区境内

九连山 位于 赣粤边界、南岭东部的核心部位

九连山 主峰 黄牛石

九岭山 位于 江西省西北部，修河和锦江之间

九岭山 主峰 九岭尖，海拔1794米，九江最高峰

九嶷山 位于 湖南宁远

九嶷山 位于 中国

九嶷山 位于 湖南永州

九嶷山 位于 湖南省南部永州市宁远县

喀喇昆仑山脉 位于 中国西部与多国边境线上

喀喇昆仑山脉 主峰 乔戈里峰（8611米）

喀斯喀特山脉 位于 美国至加拿大

喀斯喀特山脉 主峰 胡德山（Hood）海拔3424米

雷公山 位于 西南

雷公山 位于 贵州省雷山县

雷公山 位于 中国

雷公山 位于 贵州省雷山县

六万大山 位于 浦北、博白、玉林

龙门山 位于 四川

龙门山 主峰 九顶山

龙首山 位于 中国

龙首山 位于 辽宁省铁岭市

吕梁山 位于 山西省西部

吕梁山 主峰 关帝山（孝文山），海拔2830米

吕梁山 位于 山西省西部

横断山 位于 中国西部

横断山 位于 四川、云南西部，西藏东部

秦岭 位于 主体在陕西省中部

秦岭 主峰 太白山

秦岭 位于 中国西部、中部

昆仑山 位于 中国新疆与青海、西藏交界

长白山 位于 辽吉黑东部和中朝边境东北部

长白山 位于 吉林省

